"nik","nama","tempatlahir","tanggallahir","jekel","alamat","agama","status"
"1140674110919735","Bahuraksa Siregar","Sibolga","2000-06-18","0","Jr. Imam Bonjol No. 543, Palopo 21318, MalUt","4","0"
"3965914810038475","Dina Novitasari","Pekanbaru","1980-01-25","1","Ds. Bakit  No. 823, Pasuruan 49464, SulSel","4","0"
"5085505109986253","Ajeng Laksmiwati S.Gz","Tidore Kepulauan","2009-03-16","1","Gg. Baladewa No. 119, Denpasar 72088, SulUt","0","0"
"8695704112033920","Raisa Mayasari","Gunungsitoli","2012-03-15","0","Dk. Bayan No. 248, Gorontalo 26003, Papua","4","0"
"4131304412136834","Ivan Oskar Dongoran","Bekasi","2010-11-11","1","Dk. Juanda No. 645, Pekalongan 66890, Jambi","1","0"
"9148120906155994","Harjaya Bagas Pangestu S.Sos","Tual","1988-07-16","1","Jln. Gremet No. 306, Tegal 40947, DKI","2","1"
"3279904802077039","Rachel Tami Puspita S.Pd","Madiun","2002-06-16","1","Jr. Daan No. 546, Sungai Penuh 41049, Bengkulu","1","0"
"5885880803094106","Elvina Yuliana Yuliarti M.Farm","Administrasi Jakarta Timur","1971-02-14","0","Jr. Banal No. 36, Depok 77126, Jambi","1","0"
"8792795410917954","Gaduh Prayoga","Medan","2016-10-22","1","Gg. Yogyakarta No. 729, Bandung 80116, KalUt","4","1"
"5488974409952591","Kiandra Laksmiwati M.Ak","Singkawang","2015-10-06","1","Ki. Uluwatu No. 459, Surakarta 36104, Gorontalo","5","1"
"9059106210054643","Ophelia Andriani","Tasikmalaya","2006-12-21","1","Psr. Kartini No. 551, Denpasar 76299, KalSel","4","0"
"2175496506093577","Makara Adriansyah","Pariaman","2002-02-04","1","Gg. Gatot Subroto No. 373, Mojokerto 11321, Lampung","4","1"
"4919602901033112","Aisyah Wijayanti","Serang","1997-01-09","1","Kpg. Baha No. 437, Pekanbaru 60389, Papua","5","0"
"9232570501951744","Saiful Nainggolan S.Farm","Pontianak","2018-03-26","1","Psr. Kiaracondong No. 864, Medan 36833, Bengkulu","4","0"
"1920994604977425","Pangeran Prabawa Simbolon S.Gz","Manado","1976-04-09","0","Kpg. Wahidin Sudirohusodo No. 811, Jayapura 49380, KalSel","4","1"
"4537222904032217","Balangga Saputra","Madiun","2019-02-06","1","Ds. Jakarta No. 656, Padangsidempuan 96275, Lampung","5","1"
"4093790401127381","Laksana Napitupulu","Tual","2003-09-17","1","Ds. Reksoninten No. 907, Tual 78721, BaBel","1","1"
"3117301407042727","Pangestu Salahudin","Bengkulu","2001-08-03","1","Jr. Achmad Yani No. 765, Administrasi Jakarta Barat 67005, KepR","2","0"
"9367484509955572","Ade Padmi Yuniar M.Farm","Samarinda","1975-10-20","0","Kpg. Bahagia No. 394, Balikpapan 88537, Maluku","0","0"
"8353602205000752","Padma Nuraini S.I.Kom","Tual","2008-07-29","0","Ki. Ketandan No. 194, Singkawang 86782, BaBel","0","1"
"4699057008122313","Gasti Yulianti","Pasuruan","2018-03-17","1","Gg. Bhayangkara No. 975, Batu 59174, Gorontalo","4","1"
"7892044104085333","Asirwada Januar M.TI.","Kediri","2010-01-04","0","Dk. Teuku Umar No. 977, Madiun 64443, MalUt","3","1"
"0347391101041994","Cawisadi Iswahyudi","Pangkal Pinang","1991-01-27","1","Jr. Gambang No. 39, Mojokerto 75291, KalUt","4","0"
"0893942202156717","Virman Pangestu Sirait","Pangkal Pinang","2018-07-15","1","Gg. Babadak No. 22, Administrasi Jakarta Barat 81009, SulSel","2","0"
"4155620110188437","Kezia Julia Palastri S.Gz","Tangerang Selatan","2000-01-09","0","Jln. Jend. Sudirman No. 772, Sukabumi 30931, Papua","5","0"
